Sentence #	Word	POS	Tag
14	at	IN	O
14	Heinz	NNP	B-ORG
14	's	POS	O
14	Dandenong	NNP	B-GPE
14	plant	NN	O
14	,	,	O
14	near	IN	O
14	Melbourne	NNP	B-GPE
14	,	,	O
14	with	IN	O
14	constant	JJ	O
14	rumours	NNS	O
14	that	IN	O
14	the	DT	O
14	plant	NN	O
14	would	MD	O
14	be	VB	O
14	shut	VBN	O
14	and	CC	O
14	its	PRP$	O
14	operations	NNS	O
14	moved	VBN	O
14	to	IN	O
14	New	NNP	B-GPE
14	Zealand	NNP	I-GPE
14	,	,	O
14	which	WDT	O
14	has	VBZ	O
14	a	DT	O
14	lower	JJR	O
14	cost	NN	O
14	base	NN	O
14	and	CC	O
14	a	DT	O
14	more	RBR	O
14	simple	JJ	O
14	industrial-relations	JJ	O
14	system	NN	O
14	.	.	O
15	—	:	O
15	NZPA	NNP	B-ORG



1	Bridge	NN	O
1	closing	VBG	O
1	should	MD	O
1	not	RB	O
1	hit	VB	O
1	cinema	NN	O

2	Plans	NNS	O
2	to	TO	O
2	close	VB	O
2	the	DT	O
2	Worcester	NNP	B-LOC
2	Street	NNP	I-LOC
2	bridge	NN	O
2	over	IN	O
2	the	DT	O
2	Avon	NNP	B-LOC
2	River	NNP	I-LOC
2	to	TO	O
2	cars	NNS	O
2	should	MD	O
2	not	RB	O
2	threaten	VB	O
2	proposals	NNS	O
2	for	IN	O
2	a	DT	O
2	multiplex	NN	O
2	cinema	NN	O
2	in	IN	O
2	Cathedral	NNP	B-LOC
2	Square	NNP	I-LOC
2	,	,	O
2	says	VBZ	O
2	a	DT	O
2	report	NN	O
2	to	TO	O
2	the	DT	O
2	Christchurch	NNP	B-GPE
2	City	NNP	I-GPE
2	Council	NNP	I-GPE
2	.	.	O

3	Vehicle	NN	O
3	access	NN	O
3	to	TO	O
3	the	DT	O
3	multiplex	NN	O
3	would	MD	O
3	remain	VB	O
3	if	IN	O
3	the	DT	O
3	pedestrian-only	JJ	O
3	plan	NN	O
3	proceeded	VBD	O
3	and	CC	O
3	car-parking	NN	O
3	was	VBD	O
3	available	JJ	O
3	.	.	O

4	The	DT	O
4	report	NN	O
4	,	,	O
4	by	IN	O
4	a	DT	O
4	council	NN	O
4	planner	NN	O
4	,	,	O
4	Mr	NNP	O
4	Ross	NNP	B-PERSON
4	Moffatt	NNP	I-PERSON
4	,	,	O
4	said	VBD	O
4	there	EX	O
4	were	VBD	O
4	examples	NNS	O
4	of	IN	O
4	successful	JJ	O
4	city	NN	O
4	centre	NN	O
4	multiplex	NN	O
4	developments	NNS	O
4	even	RB	O
4	where	WRB	O
4	no	DT	O
4	vehicle	NN	O
4	access	NN	O
4	or	CC	O
4	car-parking	NN	O
4	was	VBD	O
4	provided	VBN	O
4	.	.	O

5	The	DT	O
5	chairman	NN	O
5	of	IN	O
5	Auckland-based	JJ	B-LOC
5	Everard	NNP	B-ORG
5	Cinemas	NNP	I-ORG
5	,	,	O
5	Mr	NNP	O
5	Barrie	NNP	B-PERSON
5	Everard	NNP	I-PERSON
5	,	,	O
5	said	VBD	O
5	last	JJ	O
5	month	NN	O
5	that	IN	O
5	the	DT	O
5	proposal	NN	O
5	threatened	VBD	O
5	his	PRP$	O
5	company	NN	O
5	'	POS	O
5	s	NN	O
5	plans	NNS	O
5	to	TO	O
5	convert	VB	O
5	the	DT	O
5	Regent	NNP	B-ORG
5	and	CC	O
5	Avon	NNP	B-ORG
5	cinemas	NNS	O
5	into	IN	O
5	a	DT	O
5	1500-seat	JJ	O
5	,	,	O
5	six-screen	JJ	O
5	multiplex	NN	O
5	cinema	NN	O
5	,	,	O
5	with	IN	O
5	restaurants	NNS	O
5	,	,	O
5	speciality	JJ	O
5	shops	NNS	O
5	,	,	O
5	and	CC	O
5	possibly	RB	O
5	apartments	NNS	O
5	.	.	O

6	The	DT	O
6	council	NN	O
6	will	MD	O
6	re-hear	VB	O
6	submissions	NNS	O
6	on	IN	O
6	the	DT	O
6	pedestrian-only	JJ	O
6	plan	NN	O
6	at	IN	O
6	a	DT	O
6	special	JJ	O
6	meeting	NN	O
6	on	IN	O
6	Friday	NNP	B-DATE
6	.	.	O

7	Submissions	NNS	O
7	were	VBD	O
7	heard	VBN	O
7	by	IN	O
7	a	DT	O
7	sub-committee	NN	O
7	last	JJ	O
7	month	NN	O
7	but	CC	O
7	its	PRP$	O
7	recommendation	NN	O
7	that	IN	O
7	the	DT	O
7	plan	NN	O
7	be	VB	O
7	axed	VBN	O
7	was	VBD	O
7	thrown	VBN	O
7	out	RP	O
7	by	IN	O
7	the	DT	O
7	council	NN	O
7	.	.	O

8	A	DT	O
8	report	NN	O
8	to	TO	O
8	Friday	NNP	B-DATE
8	's	POS	O
8	meeting	NN	O
8	by	IN	O
8	the	DT	O
8	council	NN	O
8	's	POS	O
8	traffic	NN	O
8	operations	NNS	O
8	engineer	NN	O
8	,	,	O
8	Mr	NNP	O
8	Brian	NNP	B-PERSON
8	Neill	NNP	I-PERSON
8	,	,	O
8	said	VBD	O
8	traffic	NN	O
8	volumes	NNS	O
8	on	IN	O
8	the	DT	O
8	bridge	NN	O
8	had	VBD	O
8	fallen	VBN	O
8	from	IN	O
8	4000	CD	O
8	vehicles	NNS	O
8	a	DT	O
8	day	NN	O
8	in	IN	O
8	1986	CD	B-DATE
8	to	TO	O
8	fewer	JJR	O
8	than	IN	O
8	2500	CD	O
8	in	IN	O
8	February	NNP	B-DATE
8	.	.	O

9	Traffic	NN	O
9	volumes	NNS	O
9	on	IN	O
9	the	DT	O
9	Worcester	NNP	B-LOC
9	Boulevard	NNP	I-LOC
9	between	IN	O
9	Rolleston	NNP	B-LOC
9	Avenue	NNP	I-LOC
9	and	CC	O
9	Montreal	NNP	B-LOC
9	Street	NNP	I-LOC
9	were	VBD	O
9	fewer	JJR	O
9	than	IN	O
9	900	CD	O
9	vehicles	NNS	O
9	a	DT	O
9	day	NN	O
9	,	,	O
9	and	CC	O
9	between	IN	O
9	Cambridge	NNP	B-LOC
9	Terrace	NNP	I-LOC
9	and	CC	O
9	Montreal	NNP	B-LOC
9	Street	NNP	I-LOC
9	fewer	JJR	O
9	than	IN	O
9	1700	CD	O
9	vehicles	NNS	O
9	a	DT	O
9	day	NN	O
9	.	.	O

10	Traffic	NN	O
10	volumes	NNS	O
10	on	IN	O
10	other	JJ	O
10	roads	NNS	O
10	in	IN	O
10	the	DT	O
10	area	NN	O
10	ranged	VBD	O
10	from	IN	O
10	7300	CD	O
10	to	TO	O
10	more	JJR	O
10	than	IN	O
10	20000	CD	O
10	vehicles	NNS	O
10	a	DT	O
10	day	NN	O
10	.	.	O

11	Mr	NNP	O
11	Neill	NNP	B-PERSON
11	said	VBD	O
11	local	JJ	O
11	and	CC	O
11	business	NN	O
11	people	NNS	O
11	would	MD	O
11	quickly	RB	O
11	adapt	VB	O
11	to	TO	O
11	using	VBG	O
11	alternative	JJ	O
11	routes	NNS	O
11	.	.	O

12	Visitors	NNS	O
12	would	MD	O
12	be	VB	O
12	guided	VBN	O
12	by	IN	O
12	signs	NNS	O
12	,	,	O
12	and	CC	O
12	delivery	NN	O
12	and	CC	O
12	other	JJ	O
12	commercial	JJ	O
12	vehicles	NNS	O
12	might	MD	O
12	need	VB	O
12	to	TO	O
12	drive	VB	O
12	an	DT	O
12	extra	JJ	O
12	block	NN	O
12	.	.	O

13	Provision	NN	O
13	had	VBD	O
13	been	VBN	O
13	made	VBN	O
13	for	IN	O
13	tour	NN	O
13	coach	NN	O
13	and	CC	O
13	other	JJ	O
13	tourist	JJ	O
13	transport	NN	O
13	vehicles	NNS	O
13	to	TO	O
13	stop	VB	O
13	,	,	O
13	park	VB	O
13	,	,	O
13	and	CC	O
13	load	VB	O
13	.	.	O
